,name,selling_price,year,seller_type,owner,km_driven,ex_showroom_price,type,fuel,transmission
2037,Maruti Alto 800 LXI,245000,2016,Dealer,First Owner,68000,NaN,Four Wheeler,Petrol,Manual
2038,Hyundai i20 1.4 CRDi Sportz,321000,2011,Dealer,First Owner,81257,NaN,Four Wheeler,Diesel,Manual
2039,Hyundai Grand i10 1.2 CRDi Sportz Option,509999,2017,Dealer,First Owner,44000,NaN,Four Wheeler,Diesel,Manual
2040,Tata Nano CX SE,110000,2015,Dealer,First Owner,45000,NaN,Four Wheeler,Petrol,Manual
2041,Volkswagen Polo Diesel Highline 1.2L,400000,2013,Dealer,First Owner,75000,NaN,Four Wheeler,Diesel,Manual
2042,Maruti Swift VXI,370000,2013,Individual,First Owner,90000,NaN,Four Wheeler,Petrol,Manual
2043,Hyundai Verna CRDi ABS,175000,2007,Individual,Second Owner,80000,NaN,Four Wheeler,Diesel,Manual
2044,Mercedes-Benz E-Class 230,1000000,1998,Individual,Second Owner,35000,NaN,Four Wheeler,Petrol,Automatic
2045,Maruti Alto 800 LXI,92800,2013,Individual,Second Owner,25000,NaN,Four Wheeler,Petrol,Manual
2046,Tata Xenon XT EX 4X2,291000,2014,Individual,First Owner,90000,NaN,Four Wheeler,Diesel,Manual
2047,Maruti Alto 800 LXI,92800,2013,Individual,Second Owner,25000,NaN,Four Wheeler,Petrol,Manual
2048,Hyundai Verna 1.6 SX CRDi (O),335000,2013,Individual,Third Owner,110000,NaN,Four Wheeler,Diesel,Manual
2049,Maruti Omni 8 Seater BSIV,170000,2013,Individual,First Owner,35000,NaN,Four Wheeler,Petrol,Manual
2050,Maruti Alto 800 LXI,295000,2019,Individual,First Owner,10000,NaN,Four Wheeler,Petrol,Manual
2051,Renault KWID RXL,375000,2019,Individual,First Owner,10000,NaN,Four Wheeler,Petrol,Manual
2052,Hyundai EON Era Plus,215000,2012,Individual,Second Owner,70000,NaN,Four Wheeler,Petrol,Manual
2053,Ford Fiesta 1.4 ZXi TDCi ABS,150000,2009,Individual,Second Owner,110000,NaN,Four Wheeler,Diesel,Manual
2054,Maruti Alto LXI,60000,2003,Individual,Second Owner,5000,NaN,Four Wheeler,Petrol,Manual
2055,Maruti Alto LX,52000,2006,Individual,Third Owner,120000,NaN,Four Wheeler,Petrol,Manual
2056,Maruti Omni LPG CARGO BSIII W IMMOBILISER,80000,2009,Individual,Second Owner,90000,NaN,Four Wheeler,LPG,Manual
2057,Maruti Alto LX,140000,2012,Individual,Second Owner,70000,NaN,Four Wheeler,Petrol,Manual
2058,Hyundai Verna i (Petrol),120000,2008,Individual,Second Owner,90000,NaN,Four Wheeler,Petrol,Manual
2059,Ford Fiesta Classic 1.4 SXI Duratorq,110000,2006,Individual,Third Owner,120000,NaN,Four Wheeler,Diesel,Manual
2060,Tata New Safari Dicor EX 4X2 BS IV,280000,2012,Individual,Fourth & Above Owner,110000,NaN,Four Wheeler,Diesel,Manual
2061,Toyota Etios VD,450000,2016,Individual,Second Owner,50000,NaN,Four Wheeler,Diesel,Manual
2062,Mahindra XUV500 W7,1150000,2018,Individual,First Owner,58000,NaN,Four Wheeler,Diesel,Manual
2063,Maruti Baleno Delta 1.3,650000,2018,Individual,First Owner,15000,NaN,Four Wheeler,Diesel,Manual
2064,Tata Zest Revotron 1.2T XE,300000,2015,Individual,Second Owner,60000,NaN,Four Wheeler,Petrol,Manual
2065,Tata Nano Twist XT,73000,2015,Individual,First Owner,57000,NaN,Four Wheeler,Petrol,Manual
2066,Maruti Swift VDI BSIV,400000,2015,Individual,Third Owner,87000,NaN,Four Wheeler,Diesel,Manual
2067,Renault KWID 1.0 RXT Optional,300000,2017,Individual,First Owner,70000,NaN,Four Wheeler,Petrol,Manual
2068,Maruti Wagon R AX,300000,2012,Individual,Second Owner,30000,NaN,Four Wheeler,Petrol,Automatic
2069,Maruti Swift Dzire VDI,450000,2012,Individual,First Owner,80000,NaN,Four Wheeler,Diesel,Manual
2070,Hyundai Santro Xing GLS,200000,2009,Individual,Second Owner,100000,NaN,Four Wheeler,Petrol,Manual
2071,Maruti Swift VXI,580000,2019,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Manual
2072,Hyundai Grand i10 1.2 Kappa Asta,550000,2017,Individual,First Owner,3917,NaN,Four Wheeler,Petrol,Manual
2073,Mahindra Scorpio SLX 2.6 Turbo 8 Str,190000,2007,Individual,Second Owner,160000,NaN,Four Wheeler,Diesel,Manual
2074,Tata Tiago 1.05 Revotorq XT Option,450000,2017,Individual,First Owner,35000,NaN,Four Wheeler,Diesel,Manual
2075,Chevrolet Spark 1.0 LS,220000,2014,Individual,First Owner,70000,NaN,Four Wheeler,Petrol,Manual
2076,Maruti SX4 ZXI MT BSIV,310000,2012,Dealer,First Owner,69069,NaN,Four Wheeler,Petrol,Manual
2077,Hyundai Elite i20 Sportz Plus BSIV,650000,2019,Individual,First Owner,13500,NaN,Four Wheeler,Petrol,Manual
2078,Maruti Wagon R Stingray VXI,300000,2014,Dealer,First Owner,59059,NaN,Four Wheeler,Petrol,Manual
2079,Hyundai Accent Executive,200000,2013,Individual,First Owner,70000,NaN,Four Wheeler,Petrol,Manual
2080,Honda Brio S MT,285000,2012,Dealer,First Owner,39039,NaN,Four Wheeler,Petrol,Manual
2081,Honda Brio Exclusive Edition,335000,2014,Dealer,First Owner,33033,NaN,Four Wheeler,Petrol,Manual
2082,Hyundai Verna Transform SX VTVT,370000,2011,Individual,Second Owner,55168,NaN,Four Wheeler,Petrol,Manual
2083,Hyundai i20 1.2 Sportz,375000,2013,Dealer,First Owner,41041,NaN,Four Wheeler,Petrol,Manual
2084,Hyundai i10 Magna,235000,2009,Dealer,First Owner,67067,NaN,Four Wheeler,Petrol,Manual
2085,Hyundai i10 Sportz 1.2 AT,345000,2013,Dealer,First Owner,66066,NaN,Four Wheeler,Petrol,Automatic
2086,Mahindra Quanto C8,365000,2013,Dealer,First Owner,82082,NaN,Four Wheeler,Diesel,Manual
2087,Hyundai Grand i10 Sportz,400000,2014,Individual,First Owner,48000,NaN,Four Wheeler,Petrol,Manual
2088,Hyundai EON D Lite Plus,250000,2015,Individual,First Owner,30000,NaN,Four Wheeler,Petrol,Manual
2089,Hyundai Verna SX CRDi AT,465000,2012,Dealer,First Owner,70070,NaN,Four Wheeler,Diesel,Automatic
2090,Renault KWID RXT,300000,2017,Individual,First Owner,10000,NaN,Four Wheeler,Petrol,Manual
2091,Maruti Swift Dzire ZXI 1.2 BS IV,655000,2018,Individual,First Owner,25000,NaN,Four Wheeler,Petrol,Manual
2092,Maruti Wagon R LXI CNG,350000,2016,Individual,Second Owner,30000,NaN,Four Wheeler,CNG,Manual
2093,Hyundai i10 Sportz 1.2 AT,500000,2015,Dealer,First Owner,50000,NaN,Four Wheeler,Petrol,Automatic
2094,Hyundai Grand i10 AT Asta,465000,2015,Dealer,First Owner,63063,NaN,Four Wheeler,Petrol,Automatic
2095,Maruti Swift VDi BSIII W/ ABS,263000,2008,Individual,First Owner,70000,NaN,Four Wheeler,Diesel,Manual
2096,Maruti Omni MPI STD BSIV,250000,2012,Individual,First Owner,90000,NaN,Four Wheeler,Petrol,Manual
2097,Hyundai Accent GLE 1,60000,1999,Individual,Fourth & Above Owner,90000,NaN,Four Wheeler,Petrol,Manual
2098,Hyundai Getz GLX,70000,2005,Individual,Third Owner,90000,NaN,Four Wheeler,Petrol,Manual
2099,Chevrolet Sail Hatchback 1.2 LS,250000,2016,Individual,First Owner,30000,NaN,Four Wheeler,Petrol,Manual
2100,Hyundai EON Magna Plus,229999,2016,Individual,First Owner,80000,NaN,Four Wheeler,Petrol,Manual
2101,Chevrolet Optra Magnum 2.0 LS,195000,2011,Individual,First Owner,120000,NaN,Four Wheeler,Diesel,Manual
2102,Datsun RediGO S,270000,2016,Individual,First Owner,22000,NaN,Four Wheeler,Petrol,Manual
2103,Honda WR-V i-DTEC VX,650000,2017,Individual,First Owner,140000,NaN,Four Wheeler,Diesel,Manual
2104,Hyundai i20 Asta 1.4 CRDi,370000,2014,Individual,Second Owner,80000,NaN,Four Wheeler,Diesel,Manual
2105,Maruti Swift VDI Optional,509999,2016,Individual,First Owner,40000,NaN,Four Wheeler,Diesel,Manual
2106,Maruti Zen Estilo VXI BSIV,280000,2011,Individual,First Owner,33000,NaN,Four Wheeler,Petrol,Manual
2107,Maruti A-Star Vxi,180000,2010,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Manual
2108,Renault KWID 1.0 RXT Optional,300000,2018,Individual,First Owner,10500,NaN,Four Wheeler,Petrol,Manual
2109,Mahindra Bolero 2011-2019 SLX,400000,2013,Individual,First Owner,107000,NaN,Four Wheeler,Diesel,Manual
2110,Hyundai i10 Sportz 1.2,210000,2010,Individual,Second Owner,60000,NaN,Four Wheeler,Petrol,Manual
2111,Hyundai Santro Xing XG eRLX Euro III,90000,2006,Individual,Second Owner,120000,NaN,Four Wheeler,Petrol,Manual
2112,Maruti Wagon R LXI BS IV,222000,2010,Individual,First Owner,70000,NaN,Four Wheeler,Petrol,Manual
2113,Maruti Alto 800 LXI,240000,2015,Individual,Second Owner,50000,NaN,Four Wheeler,Petrol,Manual
2114,Toyota Etios Liva GD,450000,2013,Individual,Second Owner,70000,NaN,Four Wheeler,Diesel,Manual
2115,Ford Ecosport 1.5 Petrol Ambiente,650000,2017,Individual,First Owner,6000,NaN,Four Wheeler,Petrol,Manual
2116,Hyundai Verna SX Diesel,200000,2010,Dealer,Second Owner,78000,NaN,Four Wheeler,Diesel,Manual
2117,Hyundai Verna SX Diesel,210000,2011,Dealer,Third Owner,72000,NaN,Four Wheeler,Diesel,Manual
2118,Tata Nano Cx BSIV,75000,2011,Dealer,First Owner,9528,NaN,Four Wheeler,Petrol,Manual
2119,Toyota Innova 2.5 G (Diesel) 8 Seater,450000,2011,Dealer,First Owner,135200,NaN,Four Wheeler,Diesel,Manual
2120,Hyundai i20 1.2 Sportz,220000,2011,Dealer,Second Owner,58000,NaN,Four Wheeler,Petrol,Manual
2121,Hyundai i20 Magna 1.4 CRDi (Diesel),325000,2013,Dealer,Second Owner,78000,NaN,Four Wheeler,Diesel,Manual
2122,Tata Zest Revotron 1.2T XE,450000,2018,Individual,First Owner,45000,NaN,Four Wheeler,Petrol,Manual
2123,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,825000,2017,Individual,First Owner,35000,NaN,Four Wheeler,Diesel,Manual
2124,Hyundai Accent GLS,125000,2007,Dealer,Third Owner,76000,NaN,Four Wheeler,Petrol,Manual
2125,Mahindra Xylo D2 BS IV,434999,2015,Individual,Third Owner,100000,NaN,Four Wheeler,Diesel,Manual
2126,Mahindra Scorpio SLE BSIV,484999,2011,Individual,Second Owner,99000,NaN,Four Wheeler,Diesel,Manual
2127,Maruti Ritz VDi,175000,2009,Individual,Third Owner,80000,NaN,Four Wheeler,Diesel,Manual
2128,Honda Civic 1.8 S MT,220000,2006,Individual,Third Owner,120000,NaN,Four Wheeler,Petrol,Manual
2129,Honda BR-V i-VTEC VX MT,1250000,2020,Dealer,First Owner,1100,NaN,Four Wheeler,Petrol,Manual
2130,Maruti Omni E MPI STD BS IV,215000,2017,Dealer,First Owner,34000,NaN,Four Wheeler,Petrol,Manual
2131,Mahindra XUV500 W6 2WD,625000,2014,Dealer,First Owner,68000,NaN,Four Wheeler,Diesel,Manual
2132,Ford EcoSport 1.5 Diesel Titanium BSIV,615000,2018,Individual,First Owner,15000,NaN,Four Wheeler,Diesel,Manual
2133,Chevrolet Beat Diesel PS,130000,2012,Dealer,First Owner,58000,NaN,Four Wheeler,Diesel,Manual
2134,Tata Indigo CS eLX BS IV,175000,2013,Individual,First Owner,50300,NaN,Four Wheeler,Diesel,Manual
2135,Tata Indigo CR4,150000,2011,Individual,Second Owner,70000,NaN,Four Wheeler,Diesel,Manual
2136,Tata Indica Vista TDI LS,195000,2011,Individual,Third Owner,60000,NaN,Four Wheeler,Diesel,Manual
2137,Maruti Ertiga 1.5 VDI,550000,2020,Individual,First Owner,90000,NaN,Four Wheeler,Diesel,Manual
2138,Isuzu D-Max V-Cross Standard,1500000,2018,Individual,First Owner,40000,NaN,Four Wheeler,Diesel,Manual
2139,Skoda Superb 1.8 TFSI MT,400000,2010,Individual,Second Owner,80000,NaN,Four Wheeler,Petrol,Manual
2140,Nissan Kicks XV Premium D BSIV,1350000,2019,Individual,First Owner,15000,NaN,Four Wheeler,Diesel,Manual
2141,Maruti Swift 1.2 DLX,217000,2015,Individual,First Owner,45000,NaN,Four Wheeler,Petrol,Manual
2142,Maruti Swift VDI BSIV,290000,2011,Individual,Second Owner,130000,NaN,Four Wheeler,Diesel,Manual
2143,Mahindra Bolero Power Plus SLX,700000,2018,Individual,First Owner,80000,NaN,Four Wheeler,Diesel,Manual
2144,Maruti Alto 800 Base,175000,2014,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Manual
2145,Volkswagen Ameo 1.5 TDI Highline 16 Alloy,575000,2017,Individual,First Owner,80000,NaN,Four Wheeler,Diesel,Manual
2146,Maruti Ritz LDi,380000,2016,Individual,Second Owner,100000,NaN,Four Wheeler,Diesel,Manual
2147,Mahindra Xylo D4 BSIV,350000,2013,Individual,Second Owner,151624,NaN,Four Wheeler,Diesel,Manual
2148,Renault Duster 85PS Diesel RxL Optional,450000,2012,Individual,First Owner,160000,NaN,Four Wheeler,Diesel,Manual
2149,Hyundai Santro AT CNG,130000,2005,Individual,Second Owner,110000,NaN,Four Wheeler,CNG,Manual
2150,Maruti Swift VDI BSIV,320000,2015,Individual,First Owner,74820,NaN,Four Wheeler,Diesel,Manual
2151,Mahindra XUV500 W6 2WD,550000,2014,Individual,First Owner,82000,NaN,Four Wheeler,Diesel,Manual
2152,Maruti Wagon R VXI BS IV,370000,2015,Individual,Second Owner,50000,NaN,Four Wheeler,Petrol,Manual
2153,Chevrolet Beat LT,114999,2010,Individual,Second Owner,70000,NaN,Four Wheeler,Petrol,Manual
2154,Ford Ecosport Sports Petrol,1100000,2020,Individual,First Owner,1000,NaN,Four Wheeler,Petrol,Manual
2155,Hyundai Tucson CRDi,170000,2006,Individual,First Owner,170000,NaN,Four Wheeler,Diesel,Manual
2156,Tata Indigo TDI,80000,2008,Individual,Third Owner,150000,NaN,Four Wheeler,Diesel,Manual
2157,Ford EcoSport 1.5 Diesel Titanium BSIV,950000,2019,Individual,First Owner,17000,NaN,Four Wheeler,Diesel,Manual
2158,Maruti Swift Dzire VDI,425000,2014,Individual,First Owner,150000,NaN,Four Wheeler,Diesel,Manual
2159,Hyundai i20 Asta Option 1.4 CRDi,500000,2015,Individual,First Owner,80000,NaN,Four Wheeler,Diesel,Manual
2160,Hyundai Santro Xing XG eRLX Euro III,70000,2005,Individual,Third Owner,170000,NaN,Four Wheeler,Petrol,Manual
2161,Honda Amaze S i-Dtech,349000,2013,Individual,First Owner,120000,NaN,Four Wheeler,Diesel,Manual
2162,Hyundai i20 1.2 Sportz,330000,2012,Individual,Third Owner,90000,NaN,Four Wheeler,Petrol,Manual
2163,Hyundai Santro Xing GLS,120000,2010,Individual,Third Owner,90000,NaN,Four Wheeler,Petrol,Manual
2164,Hyundai Verna 1.6 SX CRDi (O),430000,2013,Individual,Second Owner,100000,NaN,Four Wheeler,Diesel,Manual
2165,Maruti Swift VDI BSIV,390000,2014,Individual,First Owner,90000,NaN,Four Wheeler,Diesel,Manual
2166,Nissan Micra Diesel XV Primo,225000,2012,Individual,First Owner,129000,NaN,Four Wheeler,Diesel,Manual
2167,Mahindra Scorpio VLS AT 2.2 mHAWK,350000,2010,Individual,Second Owner,186000,NaN,Four Wheeler,Diesel,Automatic
2168,Tata Sumo LX,100000,2009,Individual,First Owner,66778,NaN,Four Wheeler,Diesel,Manual
2169,Hyundai EON Era Plus,190000,2014,Individual,First Owner,50000,NaN,Four Wheeler,Petrol,Manual
2170,Hyundai i20 Sportz 1.4 CRDi,315000,2014,Individual,Second Owner,110000,NaN,Four Wheeler,Diesel,Manual
2171,Hyundai Grand i10 CRDi Magna,300000,2015,Individual,Second Owner,60000,NaN,Four Wheeler,Diesel,Manual
2172,Renault KWID RXT,280000,2016,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Manual
2173,Hyundai Tucson 2.0 e-VGT 2WD MT,1650000,2017,Dealer,First Owner,55000,NaN,Four Wheeler,Diesel,Manual
2174,Hyundai EON Era Plus,295000,2015,Dealer,Second Owner,21000,NaN,Four Wheeler,Petrol,Manual
2175,Jaguar XF 5.0 Litre V8 Petrol,2050000,2012,Dealer,Second Owner,66363,NaN,Four Wheeler,Petrol,Automatic
2176,Hyundai Creta 1.6 VTVT AT SX Plus,1475000,2018,Dealer,First Owner,11700,NaN,Four Wheeler,Petrol,Automatic
2177,Hyundai Verna VTVT 1.6 AT SX Option,1100000,2017,Individual,First Owner,10000,NaN,Four Wheeler,Petrol,Automatic
2178,Mercedes-Benz GL-Class 350 CDI Blue Efficiency,4400000,2014,Individual,Second Owner,100000,NaN,Four Wheeler,Diesel,Automatic
2179,Maruti Swift ZXI BSIV,670000,2016,Trustmark Dealer,First Owner,7104,NaN,Four Wheeler,Petrol,Manual
2180,Maruti S-Cross Zeta DDiS 200 SH,750000,2015,Trustmark Dealer,First Owner,45974,NaN,Four Wheeler,Diesel,Manual
2181,Hyundai Verna 1.6 VTVT SX,760000,2015,Trustmark Dealer,First Owner,55340,NaN,Four Wheeler,Petrol,Manual
2182,Volkswagen Polo GTI,850000,2017,Dealer,Second Owner,20000,NaN,Four Wheeler,Petrol,Automatic
2183,Renault Pulse RxL,390000,2015,Trustmark Dealer,First Owner,61585,NaN,Four Wheeler,Diesel,Manual
2184,Maruti Celerio VXI AMT BSIV,450000,2016,Trustmark Dealer,Second Owner,39415,NaN,Four Wheeler,Petrol,Automatic
2185,Honda Brio V MT,425000,2014,Trustmark Dealer,First Owner,29654,NaN,Four Wheeler,Petrol,Manual
2186,Maruti Baleno Alpha 1.3,770000,2016,Trustmark Dealer,First Owner,64672,NaN,Four Wheeler,Diesel,Manual
2187,Hyundai Creta 1.6 SX Automatic Diesel,1150000,2015,Trustmark Dealer,Second Owner,54634,NaN,Four Wheeler,Diesel,Automatic
2188,Honda City i VTEC V,775000,2015,Trustmark Dealer,First Owner,66521,NaN,Four Wheeler,Petrol,Manual
2189,Hyundai Elite i20 Asta Option CVT BSIV,720000,2019,Individual,First Owner,3000,NaN,Four Wheeler,Petrol,Automatic
2190,Toyota Innova Crysta 2.4 GX AT,1725000,2018,Dealer,Second Owner,23974,NaN,Four Wheeler,Diesel,Automatic
2191,Tata Tiago 1.2 Revotron XZ,539000,2018,Individual,First Owner,10000,NaN,Four Wheeler,Petrol,Manual
2192,Maruti Celerio ZXI,420000,2017,Individual,First Owner,50000,NaN,Four Wheeler,Petrol,Manual
2193,Maruti Omni E 8 Str STD,85000,2001,Individual,Third Owner,70000,NaN,Four Wheeler,Petrol,Manual
2194,OpelCorsa 1.6Gls,142000,2004,Individual,Fourth & Above Owner,73000,NaN,Four Wheeler,Petrol,Manual
2195,Hyundai EON D Lite,180000,2014,Individual,Second Owner,76000,NaN,Four Wheeler,Petrol,Manual
2196,Chevrolet Tavera Neo 3 Max 9 Str BSIII,400000,2014,Individual,Second Owner,120000,NaN,Four Wheeler,Diesel,Manual
2197,Mahindra Scorpio VLX 2WD ABS AT BSIII,360000,2009,Individual,Third Owner,170000,NaN,Four Wheeler,Diesel,Automatic
2198,Hyundai Santro Xing XG,85000,2003,Individual,Second Owner,110000,NaN,Four Wheeler,Petrol,Manual
2199,Honda Brio 1.2 S MT,350000,2016,Individual,First Owner,63400,NaN,Four Wheeler,Petrol,Manual
2200,Datsun GO Plus T BSIV,380000,2015,Individual,First Owner,25000,NaN,Four Wheeler,Petrol,Manual
2201,Hyundai i10 Era,140000,2009,Individual,Third Owner,80000,NaN,Four Wheeler,Petrol,Manual
2202,Maruti Wagon R VXI BS IV,200000,2012,Individual,First Owner,90000,NaN,Four Wheeler,Petrol,Manual
2203,Hyundai Santro Xing GL,150000,2011,Individual,First Owner,157000,NaN,Four Wheeler,Petrol,Manual
2204,Tata Indica Vista Quadrajet LS,150000,2012,Individual,Second Owner,80000,NaN,Four Wheeler,Diesel,Manual
2205,Maruti 800 Std BSII,90000,2006,Individual,Second Owner,40000,NaN,Four Wheeler,Petrol,Manual
2206,Mahindra Bolero SLX 2WD,300000,2007,Individual,Second Owner,100000,NaN,Four Wheeler,Diesel,Manual
2207,Renault KWID RXT,280000,2017,Individual,First Owner,50000,NaN,Four Wheeler,Petrol,Manual
2208,Maruti Alto K10 2010-2014 VXI,200000,2011,Individual,First Owner,40000,NaN,Four Wheeler,Petrol,Manual
2209,Chevrolet Aveo U-VA 1.2 LT WO ABS Airbag,110000,2009,Individual,Second Owner,38500,NaN,Four Wheeler,Petrol,Manual
2210,Hyundai i10 Magna,140000,2008,Individual,Second Owner,103921,NaN,Four Wheeler,Petrol,Manual
2211,Hyundai Creta 1.4 EX Diesel,1050000,2020,Individual,First Owner,10000,NaN,Four Wheeler,Diesel,Manual
2212,Honda City i-VTEC VX,1150000,2018,Dealer,First Owner,14825,NaN,Four Wheeler,Petrol,Manual
2213,Honda BR-V i-DTEC VX MT,910000,2016,Dealer,First Owner,43377,NaN,Four Wheeler,Diesel,Manual
2214,Ford Figo Diesel Titanium,160000,2010,Dealer,First Owner,102307,NaN,Four Wheeler,Diesel,Manual
2215,Maruti Zen LX,105000,2004,Individual,Second Owner,79000,NaN,Four Wheeler,Petrol,Manual
2216,Skoda Octavia Elegance 2.0 TDI AT,1200000,2014,Individual,Third Owner,135000,NaN,Four Wheeler,Diesel,Automatic
2217,Renault KWID 1.0 RXT Optional,300000,2018,Individual,First Owner,10500,NaN,Four Wheeler,Petrol,Manual
2218,Maruti Wagon R LXI,70000,2004,Individual,Fourth & Above Owner,90000,NaN,Four Wheeler,Petrol,Manual
2219,Chevrolet Beat Diesel,160000,2012,Individual,First Owner,110000,NaN,Four Wheeler,Diesel,Manual
2220,Chevrolet Beat Diesel LS,160000,2012,Individual,First Owner,50000,NaN,Four Wheeler,Diesel,Manual
2221,Chevrolet Sail Hatchback LT ABS,225000,2013,Individual,First Owner,80000,NaN,Four Wheeler,Diesel,Manual
2222,Honda Jazz 1.5 VX i DTEC,790000,2018,Dealer,First Owner,19571,NaN,Four Wheeler,Diesel,Manual
2223,Honda City 1.3 EXI,145000,2002,Individual,First Owner,100000,NaN,Four Wheeler,Petrol,Manual
2224,Honda City i-VTEC ZX,1200000,2018,Dealer,First Owner,29600,NaN,Four Wheeler,Petrol,Manual
2225,Ford EcoSport 1.5 Diesel Titanium Plus BSIV,930000,2018,Individual,First Owner,20000,NaN,Four Wheeler,Diesel,Manual
2226,Hyundai EON D Lite,210000,2016,Individual,First Owner,30000,NaN,Four Wheeler,Petrol,Manual
2227,Hyundai Getz 1.5 CRDi GVS,110000,2008,Individual,Third Owner,154000,NaN,Four Wheeler,Diesel,Manual
2228,Maruti Swift LXI,175000,2011,Individual,First Owner,70000,NaN,Four Wheeler,Petrol,Manual
2229,Maruti Vitara Brezza ZDi Plus AMT Dual Tone,950000,2018,Individual,First Owner,15000,NaN,Four Wheeler,Diesel,Automatic
2230,Renault Lodgy Stepway 85PS RXZ 8S,650000,2017,Individual,First Owner,40000,NaN,Four Wheeler,Diesel,Manual
2231,Maruti Swift VXI,550000,2019,Individual,First Owner,51000,NaN,Four Wheeler,Petrol,Manual
2232,Maruti Alto LX BSIII,85000,2008,Individual,Second Owner,120000,NaN,Four Wheeler,Petrol,Manual
2233,Maruti Celerio LXI MT BSIV,340000,2019,Individual,First Owner,50000,NaN,Four Wheeler,Petrol,Manual
2234,Renault Captur 1.5 Diesel RXT,825000,2017,Individual,First Owner,13500,NaN,Four Wheeler,Diesel,Manual
2235,Toyota Etios 1.5 V,509999,2016,Individual,First Owner,35000,NaN,Four Wheeler,Petrol,Manual
2236,Renault Duster 85PS Diesel RxL,450000,2013,Dealer,Second Owner,1000,NaN,Four Wheeler,Diesel,Manual
2237,Mercedes-Benz C-Class Progressive C 220d,3800000,2018,Dealer,First Owner,10000,NaN,Four Wheeler,Diesel,Automatic
2238,Audi A4 3.0 TDI Quattro,1580000,2013,Dealer,First Owner,86000,NaN,Four Wheeler,Diesel,Automatic
2239,BMW X5 xDrive 30d xLine,4950000,2019,Dealer,First Owner,30000,NaN,Four Wheeler,Diesel,Automatic
2240,Hyundai Creta 1.6 CRDi SX,535000,2016,Individual,First Owner,52600,NaN,Four Wheeler,Diesel,Manual
2241,Maruti SX4 Vxi BSIV,225000,2012,Individual,Second Owner,110000,NaN,Four Wheeler,Petrol,Manual
2242,Hyundai Grand i10 1.2 Kappa Magna AT,550000,2017,Dealer,First Owner,19890,NaN,Four Wheeler,Petrol,Automatic
